imgName;medianR;medianG;medianB;histR;histG;histB;r;g;b;saturationHsv;hueHsv;valueHsv;saturationHsi;hueHsi;intensityHsi;lLab;aLab;bLab
IMG_8460.jpg;949.0;995.0;895.0;803.3125;825.3333;730.1177;174.9909793814433;152.9139052528228;138.4274054982818;67.2806823760432;103.8524177712322;179.17587137947962;0.14563696086406708;0.0;0.6095847487449646;167.99673333333334;134.417075;141.1630625
IMG_8476.jpg;463.0;709.5;814.0;842.2222;893.2083;854.48;166.57592002318168;145.2940452042886;133.69490727325413;65.10525934511736;112.11764705882354;170.3599681251811;0.14061646163463593;0.0;0.5824378132820129;167.2053125;134.3304375;140.35689583333334
IMG_8480.jpg;235.0;227.0;207.0;252.4;239.05;227.7;144.78279141782792;128.01360318513602;121.01150188011502;62.23700508737005;112.70725503207255;150.193098871931;0.12915445864200592;0.0;0.5147815942764282;169.10429583333334;134.16546666666667;140.60421666666667
IMG_8483.jpg;716.0;607.5;516.0;782.56665;767.8;620.1892;177.0733356449376;154.56511789181693;140.90377947295423;62.33394590846047;112.19209431345354;180.19691400832178;0.13198548555374146;0.0;0.6177022457122803;167.48219166666667;134.31033333333335;140.39557083333332
IMG_8488.jpg;909.5;774.0;613.0;1301.6364;1234.0;1011.3214;178.683612716763;157.1914161849711;141.54907514450866;64.20234104046243;100.0235549132948;181.9142196531792;0.13878028094768524;3.491410732269287;0.6240838170051575;167.22560833333333;133.93550833333333;140.55469166666666
IMG_8495.jpg;631.0;635.0;610.0;962.0513;1012.34283;931.2368;174.97046393004615;153.65346125819772;139.1153266941948;61.78071411221764;105.15010930289046;177.8009715812485;0.13193057477474213;0.0;0.611423909664154;167.614175;134.04682083333333;140.24525
IMG_8498.jpg;766.5;783.0;803.0;831.94446;774.0;763.8947;166.76038667215138;146.90842245989305;133.5767688194159;62.20855614973262;103.28753599341835;170.21719457013575;0.1344643086194992;3.607555627822876;0.5846347212791443;165.9483;134.12963333333335;140.619675
IMG_8502.jpg;860.0;932.0;795.0;1164.8572;1248.64;1073.5172;174.92377720318896;152.49913811678516;137.26015406162466;64.70149213531566;106.1519877181642;177.70046864899805;0.13995391130447388;0.0;0.6074288487434387;167.99012916666666;134.379725;140.78707916666667
IMG_8509.jpg;949.0;1354.0;1577.5;1745.0526;1903.4706;1783.5555;176.7395963704631;154.49551522736755;138.81826241134752;63.41418961201502;105.82801418439716;179.31534209428452;0.13693919777870178;0.0;0.6144489049911499;166.13465;134.2382;140.416575
IMG_8519.jpg;290.0;244.0;246.0;329.86957;331.05264;298.57144;149.17337945803476;131.5924553166955;126.26686434395849;65.91466930236389;108.15945968206903;156.24396672432255;0.14116856455802917;0.0;0.5320689082145691;166.51193333333333;134.4986875;140.80335416666668
IMG_8530.jpg;620.0;434.0;571.0;1158.0;1042.375;1064.826;174.78988779419814;154.09804324028462;138.83179392446633;61.67645046524357;106.72745621237;177.5661945812808;0.13319137692451477;0.0;0.6113983392715454;164.57227083333333;133.74475416666667;140.03237916666666
IMG_8537.jpg;655.0;894.0;778.0;1201.4286;1277.9062;1053.9231;180.63279144385027;157.78748663101604;141.33696256684493;62.286695187165776;110.33854545454545;182.57597860962568;0.13475404679775238;0.0;0.6271336674690247;166.71020833333333;134.0506375;140.31085833333333
IMG_8543.jpg;641.0;569.0;588.0;786.5641;747.53845;699.561;170.36078320890266;148.80732497534865;134.76213551204395;64.21732638399774;104.52334131567827;173.48373010283137;0.13774874806404114;0.0;0.5933728814125061;167.18912916666667;134.29995833333334;140.65576666666666
IMG_8551.jpg;759.5;669.0;724.0;712.05554;669.5789;622.8;166.2319204980843;144.8622485632184;134.91678639846742;63.845246647509576;107.12314415708812;170.2993295019157;0.13649548590183258;0.0;0.5830208659172058;166.6776125;134.39446666666666;140.32984583333334
IMG_8558.jpg;428.5;423.0;418.0;1246.6562;1214.9062;1101.9714;180.30193475815523;157.98155230596174;142.82620922384703;60.564544431946004;110.13795275590552;182.59802024746907;0.12876932322978973;3.8462634086608887;0.6289015412330627;169.1324125;134.16604583333333;140.0312625
IMG_8566.jpg;1242.0;1182.0;1143.0;1521.8889;1359.2;1285.619;178.97723442718387;157.2419340012869;141.76321353065538;66.2683763826332;107.61182093942458;182.17023623494808;0.14784564077854156;0.0;0.6248135566711426;168.14897083333332;133.79582083333332;140.44988333333333
IMG_8571.jpg;789.5;1445.5;1354.0;1491.1562;1636.4286;1573.8276;175.9429292929293;154.11798756798757;138.0497863247863;61.402700077700075;105.1977466977467;177.86548174048173;0.132170632481575;0.0;0.6119094491004944;166.82344583333332;133.91284166666668;140.44552916666666
IMG_8586.jpg;311.5;224.0;239.0;277.75;232.55556;250.125;143.84531590413943;125.8681917211329;122.42309368191721;74.65751633986928;102.34684095860567;152.27124183006535;0.1647234410047531;0.0;0.5125969052314758;165.20255416666666;134.79321666666667;140.54289166666666
IMG_8598.jpg;542.0;1810.0;1985.0;1636.0857;2099.6538;2013.5927;179.67672667757773;155.50178396072013;138.5442062193126;64.92222585924713;106.15653027823241;181.76702127659576;0.1400994211435318;0.0;0.6192453503608704;166.5411875;134.77013333333332;141.01799583333334
IMG_8602.jpg;944.5;890.0;1261.5;2082.0386;2057.577;1896.6428;179.73857345395626;155.71192276532543;138.24630367269782;65.28527545233594;102.07774102079395;181.6756852551985;0.14158308506011963;0.0;0.6192114949226379;166.40575;134.695425;140.9662875
IMG_8607.jpg;565.0;1499.0;1861.5;1400.2667;1880.619;1769.4546;177.90101168672598;153.56292517006804;138.43406593406593;66.54532967032966;105.23709227280656;180.93077359148788;0.14197051525115967;3.680593252182007;0.6142457723617554;166.09988333333334;134.8873625;140.80713333333333
