imgName;medianR;medianG;medianB;histR;histG;histB;r;g;b;saturationHsv;hueHsv;valueHsv;saturationHsi;hueHsi;intensityHsi;lLab;aLab;bLab
IMG_9113.jpg;297.5;280.5;236.0;323.37097;280.69644;247.63637;96.39470388262659;102.7990248702809;122.88164251207729;122.73344963320808;53.23121309715513;138.7678922884237;0.34799790382385254;1.8548122644424438;0.42101359367370605;166.43473333333333;134.94165416666667;139.75734583333335
IMG_9115.jpg;344.0;272.0;215.0;378.81818;286.8871;241.98387;96.74109097276946;103.44514490850189;123.61697749759216;127.7435425969705;51.37514228176167;140.6868487873216;0.36734330654144287;1.7913650274276733;0.4232722222805023;166.98774166666666;135.23267916666666;140.23449166666666
IMG_9117.jpg;320.5;247.0;224.0;315.625;263.65;232.70909;92.99405458089669;100.57675438596492;122.99093567251462;128.40925925925927;45.71627680311891;138.4890350877193;0.35758882761001587;1.591991662979126;0.4138062298297882;163.93354166666666;135.309775;140.14890416666665
IMG_9121.jpg;379.0;274.0;238.0;354.41177;277.24527;245.77777;95.57266081871344;101.09907407407407;122.74502923976608;112.33469785575049;47.50034113060429;136.25653021442494;0.2887672483921051;1.653565526008606;0.41753825545310974;168.28262083333334;134.96459166666668;139.96715
IMG_9124.jpg;317.5;265.5;240.0;322.60938;281.48486;247.04477;103.57975905673274;107.90357997265892;129.45108509911142;119.54301948051948;49.45886021872864;146.4125085440875;0.320692777633667;1.7218104600906372;0.44566595554351807;164.96303333333333;135.17348333333334;139.58910833333334
IMG_9132.jpg;370.5;274.5;224.0;359.92856;275.3793;236.50847;96.58923747276688;101.61250544662309;121.2914596949891;117.7169934640523;51.859607843137255;136.85363834422657;0.3202689290046692;1.8075597286224365;0.41763821244239807;165.18325;135.0997875;139.90581666666668
IMG_9139.jpg;337.0;298.5;252.0;353.40427;284.14584;252.74467;87.06851119894598;95.59851018546671;117.27586905847775;123.39399006790312;46.36540995236648;130.1819195297456;0.3396531641483307;1.6143052577972412;0.39208221435546875;165.3682875;135.12869166666667;140.43447916666668
IMG_9144.jpg;478.5;328.0;252.0;480.5;397.88135;326.8955;128.52438511667017;123.7566043024315;131.52417490014716;104.21466610608927;66.91076308597856;158.11985845420784;0.27432915568351746;2.3378124237060547;0.501706063747406;164.34449166666667;135.4683125;140.2926
IMG_9150.jpg;304.0;285.5;238.0;334.67856;276.0;228.5;97.31608548931383;103.84537870266217;125.51640419947506;123.83047431571053;50.49840644919385;141.50496812898388;0.3461027443408966;1.759765625;0.42702990770339966;164.78283333333334;135.38560833333332;140.09592916666668
IMG_9157.jpg;446.5;335.0;281.5;563.8261;442.86792;378.17242;116.19001715265867;114.51890222984562;124.08291595197255;111.77440823327616;64.85114922813035;147.8695025728988;0.3086482882499695;2.2648470401763916;0.4637801945209503;162.93186666666668;135.13062083333332;139.85935416666666
IMG_9175.jpg;426.0;312.0;227.0;416.625;324.28302;260.08334;107.37744306975077;110.52720996951766;124.80110274341044;102.94311457772996;54.32956786802941;141.65008068854223;0.2637093663215637;1.8925750255584717;0.44798141717910767;164.6974375;134.68175;139.86689166666667
IMG_9181.jpg;323.0;259.0;203.0;337.11765;282.34;235.76596;106.45080876330876;112.73423423423424;129.66431203931205;108.99472768222768;49.81516175266175;146.03977272727272;0.285527765750885;1.7368255853652954;0.4560123085975647;166.827275;135.08094583333335;140.4452
IMG_9184.jpg;307.0;268.0;233.5;322.27084;275.97675;238.77272;94.44836601307189;103.55125272331155;124.95686274509804;111.36742919389978;44.97848583877995;136.8767973856209;0.29070305824279785;1.5658310651779175;0.4221653640270233;165.77771666666666;134.99057916666666;139.8324375
IMG_9193.jpg;337.5;292.5;207.5;344.96295;295.73077;230.75;115.52006523673026;117.59834931303746;129.4630325195216;102.40036572106355;57.370811505386975;149.50632598596422;0.26309114694595337;2.002493143081665;0.4739626944065094;165.633225;135.18926666666667;140.61117083333335
IMG_9201.jpg;274.5;271.0;209.0;292.2097;255.90741;219.49019;106.06993006993007;112.64144004144003;127.76472416472417;108.95508935508936;53.116291116291116;144.65123025123026;0.2893166244029999;0.0;0.4529099464416504;166.42782083333333;134.99538333333334;140.75441666666666
IMG_9202.jpg;262.0;244.0;203.5;296.77777;254.21951;210.0;97.13586991869919;106.47713821138211;124.16539837398373;116.21873170731708;47.46666666666667;139.23648780487804;0.3134903311729431;1.6561615467071533;0.4284684956073761;164.74242916666665;135.19544583333334;140.89235833333333
IMG_9205.jpg;375.0;282.0;239.5;452.61224;386.27084;324.07693;127.54614386505556;125.03531749249858;132.89161462979482;96.77925553483091;65.15148811937394;156.56775606195768;0.24558071792125702;2.275174856185913;0.5038864016532898;164.875125;134.77085833333334;140.40821666666668
